Customer_id,Credit Score,Annual Income,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
70I2OKRKVT,746.0,1112032.0,7.0,,9.0,0.0,74024.0,361658.0,0.0,0.0
3G9BQWXW9T,6200.0,568461.0,11.3,81.0,9.0,0.0,46683.0,158092.0,0.0,0.0
EBADE46TWC,738.0,448210.0,21.8,75.0,10.0,0.0,167656.0,302852.0,0.0,0.0
BFMG80UXBU,684.0,890777.0,19.1,,11.0,0.0,554230.0,842182.0,0.0,0.0
5JKCGF3355,741.0,638609.0,16.7,,8.0,0.0,91713.0,210694.0,0.0,0.0
NGWTZJBA6L,711.0,1159380.0,10.0,,9.0,0.0,99617.0,134266.0,0.0,0.0
0SG7NNSF4X,717.0,869972.0,22.8,,9.0,0.0,157795.0,290928.0,0.0,0.0
2PWD36CYIN,6660.0,1847655.0,15.2,,15.0,0.0,349125.0,1098548.0,0.0,0.0
UOG3N8126X,,,17.9,,7.0,0.0,24111.0,129866.0,0.0,0.0
HIJ689V14I,731.0,929537.0,18.7,42.0,14.0,0.0,100453.0,380072.0,0.0,0.0
TL34PNHBMJ,702.0,2088328.0,21.7,,13.0,1.0,155800.0,451044.0,1.0,0.0
WUQ9TQNUUY,7300.0,1455780.0,13.5,22.0,11.0,0.0,345002.0,631092.0,0.0,0.0
IUM9BQSTDG,721.0,1232036.0,9.9,,16.0,0.0,320112.0,1188022.0,0.0,0.0
TW6CKHYU0D,,,17.5,8.0,10.0,0.0,526737.0,667304.0,0.0,0.0
SCWTGMGSVA,691.0,866571.0,11.4,,7.0,0.0,361418.0,469150.0,0.0,0.0
NPEC809HZL,726.0,1374574.0,17.7,,13.0,0.0,356782.0,581020.0,0.0,0.0
F2TJTJKFR4,727.0,392939.0,13.4,11.0,5.0,1.0,40413.0,96470.0,1.0,0.0
BRNQAB0WL7,716.0,2101495.0,14.5,49.0,10.0,0.0,276811.0,384780.0,0.0,0.0
QORGNB0CZO,743.0,1774866.0,27.8,56.0,11.0,0.0,244264.0,1198406.0,0.0,0.0
0V5T0VU6A2,750.0,950380.0,17.7,,7.0,0.0,115691.0,305866.0,0.0,0.0
VOTBDILZFU,742.0,1916682.0,29.0,38.0,17.0,0.0,365161.0,689744.0,0.0,0.0
R3UCAFEO7N,740.0,5172750.0,16.8,65.0,15.0,0.0,485773.0,740080.0,0.0,0.0
HCV210D3CL,645.0,2667106.0,19.6,,10.0,0.0,163609.0,187924.0,0.0,0.0
5ZKGM5HIK7,6980.0,831307.0,13.3,48.0,6.0,0.0,26847.0,167112.0,0.0,0.0
N47CIMKPD5,744.0,1102988.0,28.0,,11.0,0.0,505837.0,761662.0,0.0,0.0
AXIA5FUDN7,,,13.0,15.0,29.0,0.0,92663.0,558822.0,0.0,0.0
F8UQENH1M4,652.0,1039338.0,17.7,77.0,9.0,0.0,248007.0,483428.0,0.0,0.0
NL1S07K2NJ,748.0,1295097.0,24.3,,13.0,0.0,347472.0,1780240.0,0.0,0.0
OY20GP1F66,692.0,1507840.0,16.9,,9.0,0.0,340841.0,467060.0,0.0,0.0
CAMVCR4J4H,702.0,1621308.0,36.9,55.0,13.0,0.0,461168.0,687236.0,0.0,0.0
E2RCNHV08D,738.0,761900.0,13.2,,6.0,0.0,221882.0,562188.0,0.0,0.0
BOPR06U2YW,7070.0,1168101.0,17.6,17.0,11.0,0.0,228228.0,307648.0,0.0,0.0
WNXSJ8WGG8,667.0,1133388.0,10.2,,9.0,0.0,484101.0,923472.0,0.0,0.0
HADEDX2DAZ,714.0,1701146.0,22.5,,20.0,0.0,806645.0,1585760.0,0.0,0.0
YE3VPVKI6T,739.0,1010325.0,16.8,,12.0,1.0,297654.0,445280.0,0.0,1.0
SMVXI9QX8H,,,13.5,47.0,12.0,0.0,163894.0,344388.0,0.0,0.0
BABOKTBKF1,705.0,2175006.0,17.3,7.0,6.0,0.0,240426.0,291214.0,0.0,0.0
AWE37OBW73,738.0,2556032.0,24.6,,6.0,0.0,352431.0,513304.0,0.0,0.0
SMY91MBBFD,691.0,1255748.0,18.5,19.0,10.0,0.0,42864.0,511720.0,0.0,0.0
4OHK8VL31F,,,13.8,,4.0,0.0,33820.0,407924.0,0.0,0.0
U1REUT2HBJ,727.0,564129.0,5.9,,9.0,0.0,91941.0,121924.0,0.0,0.0
V4K7AWCQJB,,,20.5,,6.0,0.0,258932.0,501358.0,0.0,0.0
SKFFAD2TG0,601.0,2141623.0,13.9,,12.0,0.0,136059.0,188210.0,0.0,0.0
4JHV0RV581,737.0,1265514.0,24.3,,7.0,0.0,550981.0,876348.0,0.0,0.0
R87V2BKQPX,685.0,1109163.0,15.4,,17.0,0.0,103170.0,300894.0,0.0,0.0
31I7MOSWJU,723.0,1312577.0,11.4,,11.0,0.0,321214.0,730730.0,0.0,0.0
Z4YCX0RKNB,663.0,1104014.0,15.4,27.0,19.0,0.0,310954.0,601106.0,0.0,0.0
TSMTPQUYMC,705.0,1790199.0,13.4,,14.0,0.0,717554.0,1308406.0,0.0,0.0
ZSX2DC9QXQ,710.0,654227.0,20.5,,8.0,0.0,402743.0,571472.0,0.0,0.0
AWGZ5BZIOG,736.0,1732439.0,12.6,,15.0,0.0,322696.0,577522.0,0.0,0.0
QXHNGF19ZW,,,19.9,28.0,17.0,0.0,462669.0,691240.0,0.0,0.0
R89VF4TCKT,668.0,2996528.0,20.9,2.0,11.0,0.0,113354.0,486156.0,0.0,0.0
PMT95VMMWQ,739.0,1847997.0,15.6,8.0,9.0,0.0,102543.0,305998.0,0.0,0.0
BXEK9Z59C0,704.0,286330.0,13.0,38.0,6.0,0.0,164483.0,278454.0,0.0,0.0
2PEEODDR4W,,,15.3,,10.0,0.0,495140.0,692406.0,0.0,0.0
ELGWPKREDA,700.0,985473.0,11.3,,14.0,1.0,168891.0,532840.0,1.0,0.0
9R9B9FCHSI,742.0,1115832.0,10.5,,8.0,1.0,130245.0,571230.0,1.0,0.0
DXDQH4HDSL,625.0,1297814.0,9.3,,7.0,0.0,95950.0,167552.0,0.0,0.0
F8LNNH9OYW,,,12.8,19.0,11.0,0.0,123462.0,258500.0,0.0,0.0
MYL46YQU4J,,,18.2,,4.0,0.0,91428.0,111782.0,0.0,0.0
OBB8UZBQIB,718.0,947131.0,30.7,48.0,4.0,0.0,57741.0,134244.0,0.0,0.0
HWFOB4YTSO,743.0,1236862.0,18.7,58.0,6.0,0.0,74347.0,110374.0,0.0,0.0
TS4BRGN1WM,719.0,1117276.0,40.8,,6.0,1.0,125666.0,179630.0,1.0,0.0
9GL7EU704W,718.0,487749.0,8.1,,11.0,0.0,69141.0,119834.0,0.0,0.0
NAW05TMETP,729.0,570285.0,11.4,,6.0,0.0,165471.0,261756.0,0.0,0.0
RJK5F7XAFL,673.0,608608.0,12.4,,13.0,1.0,161557.0,393844.0,1.0,0.0
MKFN5L089M,735.0,625138.0,14.7,,13.0,0.0,233624.0,564740.0,0.0,0.0
3K471GEE76,,,25.0,,15.0,0.0,1713895.0,3801732.0,0.0,0.0
42WLLJOLVZ,740.0,284221.0,25.5,15.0,10.0,0.0,140923.0,824076.0,0.0,0.0
TF537LO3MF,702.0,999362.0,21.8,,9.0,1.0,160550.0,371800.0,1.0,0.0
POKX7MVPH4,683.0,1641372.0,26.3,5.0,8.0,0.0,111378.0,142186.0,0.0,0.0
4D2LLAUH3P,,,9.1,,9.0,0.0,216638.0,393162.0,0.0,0.0
DFLFN60ZC1,672.0,1064000.0,20.4,12.0,8.0,1.0,2413.0,63492.0,1.0,0.0
G8QCH6IJ9F,,,26.8,26.0,12.0,0.0,2934892.0,4766212.0,0.0,0.0
UPUC2MB2FX,693.0,1399065.0,18.7,,8.0,0.0,317775.0,388542.0,0.0,0.0
UWOVBFJEO7,,,15.9,,6.0,0.0,106324.0,125092.0,0.0,0.0
XI89GG8YN3,641.0,375554.0,4.8,,8.0,0.0,182837.0,372064.0,0.0,0.0
OXRR40ARJN,740.0,1228825.0,16.5,13.0,13.0,0.0,437627.0,718784.0,0.0,0.0
2FE7XSS98K,,,16.7,15.0,13.0,0.0,421553.0,744084.0,0.0,0.0
O5ELLUQUJC,,,16.0,,12.0,0.0,398145.0,773520.0,0.0,0.0
QDNTF4Y1WX,,,11.0,45.0,8.0,0.0,76304.0,252406.0,0.0,0.0
A6G3TKLJWA,749.0,3729453.0,17.9,,8.0,0.0,1073766.0,2628538.0,0.0,0.0
8OUHV65MHN,745.0,1013175.0,12.4,34.0,7.0,0.0,183502.0,318560.0,0.0,0.0
IWZ1Z3F2E9,720.0,1654254.0,19.3,30.0,18.0,0.0,484823.0,901098.0,0.0,0.0
QFP3J31AWU,663.0,1512400.0,17.9,,14.0,0.0,632054.0,956648.0,0.0,0.0
36R638H1C6,,,16.4,38.0,20.0,0.0,200678.0,647262.0,0.0,0.0
LUJ6U4H4XN,,,24.7,50.0,17.0,0.0,240616.0,460526.0,0.0,0.0
PLBBR50ZMU,742.0,2796420.0,29.0,,21.0,0.0,1336859.0,5431382.0,0.0,0.0
8LP7C3RVF0,,,16.6,,13.0,0.0,329422.0,1315292.0,0.0,0.0
9O1SIK65M8,719.0,564186.0,10.5,16.0,4.0,0.0,5225.0,108086.0,0.0,0.0
W113LS3Q5K,713.0,606290.0,14.7,,11.0,1.0,39026.0,122144.0,1.0,0.0
VQ3RGOEI5Z,632.0,968202.0,13.0,0.0,12.0,0.0,57038.0,71566.0,,
WM28KQHYTV,745.0,1264279.0,16.6,56.0,6.0,0.0,164901.0,285846.0,0.0,0.0
O7EOMJI1D5,740.0,2035546.0,31.6,30.0,10.0,0.0,238754.0,531630.0,0.0,0.0
W01DNYIOMP,735.0,1764435.0,24.2,,7.0,1.0,106609.0,211024.0,1.0,0.0
Q1LT2250S0,,,15.0,,12.0,0.0,400216.0,680460.0,0.0,0.0
9H5ZYPEJU1,721.0,1630827.0,21.0,40.0,23.0,0.0,349220.0,546436.0,0.0,0.0
T6VF77PX46,712.0,2858835.0,12.5,20.0,9.0,0.0,339815.0,496826.0,0.0,0.0
I06Z56UKJ1,747.0,1070916.0,12.0,26.0,14.0,0.0,75601.0,470602.0,0.0,0.0
NTSP6TZ2I5,701.0,1045114.0,19.0,45.0,8.0,0.0,325983.0,662178.0,0.0,0.0
805O3XAKEW,,,,,,,,,,
TWCZZQ3RI1,,,9.5,,6.0,0.0,108718.0,358644.0,0.0,0.0
UEBA2SJ74Y,751.0,2219960.0,26.2,,11.0,0.0,617519.0,1218096.0,0.0,0.0
HDLZB2UPU8,727.0,1155960.0,17.0,,8.0,1.0,213978.0,372592.0,1.0,0.0
PT3R57VJNR,747.0,700074.0,45.6,10.0,11.0,0.0,201894.0,1681812.0,0.0,0.0
J3SWY6DKN3,738.0,2001289.0,17.6,,10.0,0.0,744344.0,880374.0,0.0,0.0
8I2IH07SAN,729.0,2653616.0,17.8,71.0,10.0,2.0,63973.0,304832.0,1.0,1.0
KF5ZRKA0BA,745.0,1938950.0,9.0,,15.0,0.0,209.0,246972.0,0.0,0.0
AGIR7CSETN,728.0,1814215.0,16.5,17.0,12.0,0.0,581780.0,1263900.0,0.0,0.0
UUE29F19QT,695.0,1718550.0,17.8,,11.0,0.0,266342.0,671880.0,0.0,0.0
H96LQYVK56,,,20.7,,11.0,0.0,389918.0,480304.0,0.0,0.0
NOA2URNDM9,,,15.4,,8.0,0.0,256234.0,346214.0,0.0,0.0
NJUILY2FOQ,709.0,2267004.0,16.6,21.0,14.0,0.0,386327.0,658812.0,0.0,0.0
RJMH9L2QA5,716.0,2668778.0,10.5,46.0,8.0,0.0,191938.0,273702.0,0.0,0.0
S0XWQUTDP6,707.0,2326512.0,17.4,,20.0,1.0,235885.0,388520.0,1.0,0.0
JH08P7WCBY,7100.0,1877770.0,12.9,,10.0,0.0,239571.0,350262.0,0.0,0.0
4ECV50RM5K,750.0,1362718.0,17.9,,8.0,0.0,7562.0,249898.0,0.0,0.0
GNC3NJ7IXE,737.0,543438.0,18.2,10.0,14.0,0.0,63897.0,249084.0,0.0,0.0
8UQX1D48GP,738.0,1321355.0,10.8,68.0,8.0,0.0,195605.0,555104.0,0.0,0.0
APLSQRTWP9,658.0,1341704.0,14.5,,10.0,0.0,469699.0,703560.0,0.0,0.0
0M5K21JJ5S,717.0,849870.0,14.6,11.0,12.0,0.0,104899.0,183744.0,0.0,0.0
K117ZH9O94,726.0,3252192.0,27.6,,14.0,0.0,711531.0,1281324.0,0.0,0.0
4R4GMBNQV3,743.0,853556.0,20.9,,7.0,0.0,179303.0,307582.0,0.0,0.0
IM548SCWEI,738.0,1158696.0,16.7,64.0,7.0,0.0,256652.0,492008.0,0.0,0.0
ZUOQG73G39,699.0,1731375.0,19.4,11.0,11.0,0.0,268831.0,327316.0,0.0,0.0
E2GAJSPCTR,668.0,954560.0,13.8,,12.0,0.0,295222.0,477444.0,0.0,0.0
F4RI2ESKRI,716.0,751887.0,17.7,50.0,9.0,0.0,187112.0,519530.0,0.0,0.0
Z8KNFQFAKJ,7370.0,842346.0,6.5,38.0,6.0,0.0,38114.0,136620.0,0.0,0.0
E1IC1EOBXZ,742.0,1654482.0,17.7,68.0,8.0,0.0,180671.0,286176.0,0.0,0.0
9X6IT86SQ7,737.0,758936.0,16.8,,7.0,0.0,209513.0,345070.0,0.0,0.0
PLG3JF1GK1,734.0,1272183.0,15.8,18.0,3.0,0.0,20330.0,66110.0,0.0,0.0
PHU7EAC26Q,704.0,1129607.0,14.9,12.0,7.0,0.0,173071.0,222420.0,0.0,0.0
PYI5AK2GM0,739.0,1449795.0,20.5,58.0,11.0,0.0,168454.0,534358.0,0.0,0.0
Z63QZZP5H6,704.0,1581731.0,23.7,35.0,13.0,0.0,2203791.0,5406258.0,0.0,0.0
W7YES0G9V9,714.0,4100941.0,26.1,,30.0,0.0,637165.0,1901482.0,0.0,0.0
G30U0F8N5M,,,17.8,,10.0,0.0,139574.0,250954.0,0.0,0.0
2N3GI01H7K,711.0,1411320.0,21.8,16.0,12.0,0.0,210026.0,884290.0,0.0,0.0
3Z5DJTHXJ8,734.0,1247597.0,12.2,0.0,8.0,0.0,109288.0,714934.0,,0.0
UGTL3EIP61,747.0,2334948.0,20.6,8.0,12.0,0.0,133342.0,615142.0,0.0,0.0
ZPSQ38KRB7,709.0,2379750.0,28.5,,11.0,0.0,1187804.0,1881462.0,0.0,0.0
2U7LK65HQ5,718.0,942115.0,8.9,,10.0,0.0,226613.0,377542.0,0.0,0.0
V5Y7M4MVX5,,,9.6,,10.0,0.0,385358.0,764060.0,0.0,0.0
TC1N91HTKM,748.0,875444.0,11.4,,6.0,0.0,77311.0,412522.0,0.0,0.0
JW56H8ZF48,,,21.0,6.0,25.0,0.0,211356.0,1840036.0,0.0,0.0
RSQ8977J65,,,18.1,,19.0,0.0,329707.0,850256.0,0.0,0.0
X6AZ1SJ0RV,,,10.1,30.0,11.0,0.0,209342.0,688622.0,0.0,0.0
KJSHX9ULI7,744.0,380228.0,9.8,,7.0,0.0,89870.0,601480.0,0.0,0.0
V84PK4PWQ9,707.0,930430.0,22.0,,7.0,1.0,93157.0,258676.0,1.0,0.0
XPSB758DZR,734.0,774212.0,8.4,,8.0,0.0,30818.0,258544.0,0.0,0.0
9FP3VQ7J3J,714.0,1520665.0,21.4,,16.0,0.0,605701.0,1111462.0,0.0,0.0
J3OCTR3DSL,749.0,1577627.0,17.8,60.0,10.0,0.0,257146.0,429044.0,0.0,0.0
KT8D9NFG6Z,7380.0,723083.0,14.3,,5.0,0.0,46854.0,72710.0,0.0,0.0
VASGWVXYSZ,7430.0,898035.0,18.5,40.0,14.0,0.0,236436.0,967384.0,0.0,0.0
JPBEWKVVQF,,,13.5,8.0,14.0,0.0,135945.0,221364.0,0.0,0.0
Q98R56CB1H,738.0,942590.0,13.5,,11.0,0.0,316673.0,985688.0,0.0,0.0
18VF06CFLU,732.0,2273464.0,26.6,23.0,12.0,1.0,220077.0,382624.0,1.0,0.0
I7YFMDBZFS,629.0,1927265.0,19.3,20.0,14.0,0.0,265126.0,502436.0,0.0,0.0
F7F504X0I0,711.0,825303.0,20.0,68.0,6.0,0.0,135546.0,223586.0,0.0,0.0
XSUS9ZM39H,,,20.5,22.0,4.0,0.0,144723.0,260194.0,0.0,0.0
3RQD76H01J,642.0,1806273.0,15.4,29.0,11.0,0.0,255284.0,411708.0,0.0,0.0
UCFCBPOEO8,693.0,1345295.0,13.7,21.0,4.0,0.0,52915.0,77836.0,0.0,0.0
XSLPCIUZ7Y,745.0,2721199.0,21.0,14.0,11.0,0.0,81985.0,328460.0,0.0,0.0
C2PS515S2A,,,18.2,54.0,10.0,0.0,662815.0,969034.0,0.0,0.0
HB1A6VLY35,738.0,1015170.0,17.7,,13.0,1.0,363033.0,588742.0,0.0,1.0
A3N65FBDGF,703.0,1410180.0,12.4,18.0,6.0,0.0,101726.0,230956.0,0.0,0.0
0A9MSCYM4A,,,15.7,43.0,7.0,0.0,151829.0,338734.0,0.0,0.0
5ARPBIWEGL,725.0,875102.0,12.5,61.0,9.0,0.0,344147.0,508926.0,0.0,0.0
PLE413CEWJ,,,17.7,,10.0,0.0,251731.0,384032.0,0.0,0.0
Z9ECG2VHX6,750.0,1428477.0,27.7,31.0,14.0,0.0,218253.0,1989944.0,0.0,0.0
JDRFIPG8T5,,,11.2,72.0,9.0,0.0,267140.0,598312.0,0.0,0.0
E79SFZSZ6N,684.0,1158810.0,12.5,23.0,8.0,1.0,163248.0,261822.0,1.0,0.0
TI98K1K4HO,724.0,953021.0,13.3,13.0,8.0,0.0,6745.0,54252.0,0.0,0.0
QAFN1NLWLB,732.0,566694.0,36.2,,8.0,0.0,228152.0,575542.0,0.0,0.0
GT2J0BPSLG,735.0,747156.0,35.3,9.0,11.0,0.0,228342.0,317812.0,0.0,0.0
62RCFBSFPK,722.0,922393.0,22.4,59.0,5.0,0.0,71079.0,93434.0,0.0,0.0
QWGZC9SR87,748.0,2287068.0,21.0,,15.0,0.0,2230562.0,8755098.0,0.0,0.0
PVVXK5XKMM,,,15.4,,12.0,0.0,385624.0,750420.0,0.0,0.0
7HCOHUT3SL,743.0,1107092.0,17.0,,6.0,0.0,211185.0,318010.0,0.0,0.0
ONO1LYO05Z,742.0,689206.0,41.4,,5.0,3.0,159429.0,362670.0,1.0,2.0
NYC016YVUJ,707.0,1004967.0,15.3,30.0,5.0,0.0,189715.0,241384.0,0.0,0.0
3UY71WEF8U,704.0,1452227.0,14.5,36.0,9.0,0.0,166136.0,338690.0,0.0,0.0
FUR83ZQ3DB,686.0,1070612.0,14.6,,16.0,0.0,631997.0,876414.0,0.0,0.0
MZZU8N9SD2,749.0,1864660.0,35.2,,15.0,0.0,1292684.0,5251884.0,0.0,0.0
PFHOL1Y6IH,684.0,1064133.0,12.6,73.0,9.0,0.0,46683.0,116490.0,0.0,0.0
B9Y8VYA9QU,6480.0,1654482.0,17.3,,15.0,0.0,829901.0,1231978.0,0.0,0.0
V6YT1XXYVO,,,12.0,4.0,12.0,0.0,85386.0,534380.0,0.0,0.0
6KZJLQAG7E,7210.0,393699.0,30.0,47.0,11.0,1.0,71155.0,175648.0,1.0,0.0
498ZVOAVCT,749.0,964060.0,19.4,,12.0,0.0,48868.0,1663904.0,0.0,0.0
B67SC2B6QN,711.0,1256375.0,12.9,,5.0,0.0,212591.0,288574.0,0.0,0.0
HBB5UGQRSH,,,40.5,,5.0,0.0,253802.0,440594.0,0.0,0.0
5K1ZO7OJXG,681.0,889960.0,20.6,74.0,18.0,1.0,266969.0,368016.0,1.0,0.0
IT88WXICSA,692.0,1430852.0,15.6,8.0,18.0,0.0,451516.0,724108.0,0.0,0.0
4TEAMCHSU4,738.0,1990820.0,10.9,,20.0,0.0,373939.0,603020.0,0.0,0.0
E76JP4XQM5,689.0,1615570.0,17.5,,10.0,0.0,752913.0,933394.0,0.0,0.0
WGFLB2GZVT,742.0,760152.0,25.1,55.0,10.0,1.0,134444.0,208098.0,1.0,0.0
XCJTBYOLVC,,,13.0,,8.0,0.0,426246.0,679800.0,0.0,0.0
Q7LFM6BYYD,726.0,876356.0,9.0,,12.0,0.0,298376.0,432410.0,0.0,0.0
NTS21NH14R,739.0,517370.0,9.0,,8.0,0.0,59603.0,110990.0,0.0,0.0
S0CZDCPZMA,638.0,748144.0,17.3,44.0,6.0,1.0,162754.0,365926.0,0.0,0.0
TNBLN9CACG,743.0,1205987.0,21.1,15.0,21.0,0.0,430198.0,730400.0,0.0,0.0
9PL4W2PRQ7,748.0,1440181.0,25.1,,11.0,0.0,356953.0,1025596.0,0.0,0.0
8T5IVA6LUS,,,16.6,,16.0,0.0,367251.0,1707772.0,0.0,0.0
4QYZCPE8UJ,707.0,1311114.0,8.4,14.0,12.0,0.0,150936.0,232078.0,0.0,0.0
3CUURD5NHP,,,16.7,22.0,8.0,1.0,281732.0,333564.0,1.0,0.0
8WYQI26VAT,7080.0,1741977.0,12.9,79.0,10.0,0.0,293322.0,611974.0,0.0,0.0
Z3P2BU9Q5T,719.0,2374373.0,14.0,,10.0,0.0,466431.0,711568.0,0.0,0.0
WIX9KFDN2K,749.0,753445.0,14.2,6.0,14.0,0.0,46398.0,422950.0,0.0,0.0
ZFRYZARJQQ,,,27.0,15.0,15.0,0.0,113430.0,410454.0,0.0,0.0
O1R4ET4B1Y,724.0,1725808.0,20.4,35.0,11.0,0.0,323722.0,410542.0,0.0,0.0
VJKA8DXF92,7280.0,731443.0,20.3,,10.0,1.0,176890.0,336336.0,1.0,0.0
9IB3JWL2Q4,711.0,2418947.0,10.9,,5.0,0.0,210577.0,302522.0,0.0,0.0
QOM0FMCSVF,,,27.0,47.0,10.0,1.0,133247.0,257576.0,1.0,0.0
QCU15DMNHL,7020.0,746016.0,8.8,28.0,7.0,0.0,32908.0,90706.0,0.0,0.0
GEQ5583DOZ,7350.0,1446527.0,16.0,14.0,7.0,0.0,238697.0,493548.0,0.0,0.0
NYMUKJB3MT,739.0,1593207.0,24.0,32.0,2.0,0.0,5510.0,708972.0,0.0,0.0
XMYED9UDEW,726.0,850668.0,10.3,,7.0,0.0,203756.0,326744.0,0.0,0.0
V20W4W6S4G,709.0,2261532.0,22.0,,23.0,0.0,565098.0,951060.0,0.0,0.0
2IKWZKNGNM,742.0,2703206.0,16.5,,27.0,0.0,202293.0,750750.0,0.0,0.0
2JKK981LQP,681.0,1381414.0,17.6,43.0,10.0,0.0,78660.0,476872.0,0.0,0.0
SFF7ELJAW4,,,12.7,,8.0,0.0,191254.0,374704.0,0.0,0.0
P2G8VF49A5,723.0,426854.0,24.4,,3.0,0.0,132753.0,171930.0,0.0,0.0
KJTB5N2SCF,,,25.0,,20.0,1.0,153729.0,583616.0,1.0,0.0
D2LZZ3SHQK,748.0,784510.0,15.2,33.0,10.0,0.0,122303.0,400048.0,0.0,0.0
IIR2SKP2DB,,,17.3,,6.0,0.0,17556.0,782276.0,0.0,0.0
APMHDUXZ5I,720.0,1670157.0,13.5,20.0,7.0,0.0,346009.0,408386.0,0.0,0.0
D5T5E4NB2O,6680.0,1229452.0,19.0,7.0,14.0,0.0,199082.0,282480.0,0.0,0.0
XE2169LCOB,,,13.7,,4.0,0.0,200944.0,278300.0,0.0,0.0
1G7PC4MI7V,750.0,1743687.0,14.2,,18.0,0.0,349163.0,1343188.0,0.0,0.0
D7YFBDJAP2,,,12.5,13.0,15.0,0.0,411540.0,719818.0,0.0,0.0
6MM69INJAP,,,,,,,,,,
X78KZJSIE0,706.0,1160425.0,12.5,45.0,6.0,0.0,84797.0,275022.0,0.0,0.0
1E7ZPCUO0G,717.0,768322.0,11.4,,8.0,0.0,221540.0,351406.0,0.0,0.0
N7TYES9TDC,,,10.5,17.0,7.0,0.0,121657.0,207174.0,0.0,0.0
Y4FZL8ORUE,751.0,942875.0,17.6,,8.0,0.0,20444.0,591734.0,0.0,0.0
